16384
volMax pesoMax custo
387 324 22065
257 315 22601
280 361 18582
309 348 15177
387 351 19568
396 369 19868
326 360 18531
293 366 19903
368 387 21352
256 318 20146
378 302 20969
306 309 23370
321 337 19836
376 396 18429
303 381 13002
260 374 19810
366 299 23407
361 340 21724
289 305 19187
317 311 20705
389 286 23193
382 342 20554
289 260 21097
307 387 13593
268 287 15369
333 298 16219
364 263 19642
352 374 17394
306 260 23651
395 328 21963
250 314 19349
308 295 13575
270 334 14243
321 389 19927
365 256 21505
388 338 22831
383 299 22189
277 400 15387
258 303 20629
295 297 19376
390 297 23067
371 353 14358
292 373 17633
373 293 18707
289 255 18717
392 393 17666
391 376 23941
251 250 21058
385 256 22034
378 299 21757
296 289 20925
278 259 14140
303 299 13248
259 272 19339
352 311 21707
300 302 18431
335 293 14306
268 292 22982
349 276 19248
334 253 13757
364 297 19763
288 323 21018
317 374 18097
316 383 16536
358 334 23262
250 383 21466
288 317 16689
297 335 22412
306 283 22715
322 365 18222
387 326 22314
340 364 15455
300 278 21599
309 344 15776
341 299 14990
281 299 13661
273 336 20747
307 383 13292
383 289 19237
332 361 13719
283 347 16794
284 284 18081
356 334 16005
252 391 13529
278 329 18569
389 360 19950
330 382 13380
339 288 14179
279 268 22608
251 348 18025
337 382 14063
349 263 13193
321 369 16426
322 369 13269
263 398 15841
254 384 14523
292 313 15065
265 400 21157
369 277 19613
362 278 13141
312 365 13971
358 311 21695
288 381 18885
299 300 22725
300 313 17684
380 315 24059
269 357 24205
288 370 14572
343 339 18049
265 298 15561
284 360 14834
281 317 23956
292 354 14110
268 252 15192
364 300 16432
306 279 16394
380 297 15019
365 335 19696
349 276 17589
358 289 14015
395 321 18291
394 353 17468
302 393 18745
339 258 22834
277 373 22997
277 276 13491
342 254 15723
363 369 13452
352 317 19126
279 274 23767
254 268 20511
338 259 14620
338 310 21797
289 399 22614
391 274 19790
392 301 13717
269 393 17030
345 353 21052
353 305 20348
387 332 17252
309 335 17040
303 272 23123
398 358 19568
332 395 18784
275 383 22962
338 372 21521
277 389 13563
371 333 13983
282 285 13887
260 271 17864
260 331 19921
276 382 18343
300 378 13306
383 309 23431
312 332 13356
263 270 22683
265 297 15291
257 268 16503
353 298 24054
350 309 17182
277 317 17952
291 342 22576
323 390 14369
312 372 17719
295 282 23933
258 293 17205
341 309 20850
264 316 13584
268 266 21765
305 367 23137
364 394 21952
351 283 22249
320 356 20138
263 268 22187
264 311 22882
348 320 20886
296 258 17712
294 272 20930
306 288 21803
367 344 19640
335 307 20882
369 258 21152
342 326 14494
304 337 16804
387 352 15915
350 297 16476
355 343 16871
266 386 23682
395 289 22108
389 255 18910
347 341 15555
298 307 24003
279 398 19933
364 299 13299
316 285 13111
327 384 19004
258 336 19592
346 353 13004
303 347 18130
299 335 14129
387 281 15432
382 327 19692
380 354 13559
306 317 17047
317 383 19462
277 310 20963
284 316 13845
382 259 22704
315 312 17281
287 360 14963
262 346 18098
329 325 13548
298 305 16471
264 359 21356
279 273 20706
328 300 14723
360 334 13890
326 315 23655
394 378 23519
258 262 24166
353 275 22922
331 352 23921
382 400 22574
388 261 14516
309 290 19929
364 369 16326
327 326 14003
355 251 15260
391 396 21680
337 251 18508
393 354 15459
395 282 21972
317 263 19426
294 400 19679
380 308 19772
336 271 14867
344 349 24226
283 301 19091
285 291 13457
265 379 18613
256 371 22508
271 363 14651
387 279 15471
350 321 17142
323 300 23728
334 386 17621
313 327 16137
368 358 20166
272 392 22058
322 256 21032
371 260 23962
374 282 19751
256 268 15026
300 366 19363
344 286 15970
293 370 18785
265 280 21410
333 399 16266
300 268 14196
307 341 23880
292 311 21223
397 282 22697
313 286 16254
256 335 19619
271 278 16875
333 321 23376
382 334 14101
353 264 15866
282 315 23463
353 372 19044
280 262 19521
366 258 23102
331 321 21718
312 325 17839
258 345 18323
392 277 24176
341 256 17421
320 359 16788
297 392 18143
290 344 23537
375 372 18405
368 335 18001
391 263 22069
298 325 17045
290 334 13583
308 323 14654
395 261 23328
265 331 16833
298 378 22611
392 266 19260
306 391 21951
384 358 16311
316 346 23334
320 395 16671
399 284 18531
269 343 17198
319 337 20335
371 350 22034
383 396 20871
383 387 20301
324 293 15070
387 274 15991
383 340 21867
391 259 23111
325 257 13263
339 276 17528
275 343 20192
376 313 22963
253 294 18328
258 274 15724
279 348 17103
290 334 13857
254 315 22286
316 305 17564
371 378 19325
309 314 16855
340 339 23105
305 313 23092
371 316 16356
282 324 21093
330 353 13958
270 391 17916
383 395 15258
284 308 23325
348 276 16183
265 335 21961
359 272 15253
393 328 23276
340 296 23883
329 328 17938
344 257 17034
304 275 23241
347 255 16952
301 290 18333
311 386 23483
293 250 14357
342 357 18083
327 350 14962
375 289 20826
336 369 21122
373 310 15857
358 363 16143
333 307 13113
298 358 18770
323 266 23664
373 310 15813
356 400 17380
361 326 20163
291 298 15948
267 384 15099
320 354 15987
381 309 22284
314 390 13594
252 287 14773
380 358 22134
344 329 18976
304 282 15838
372 393 21980
389 281 13781
295 298 22007
317 369 17699
400 347 16190
294 260 13707
396 260 16917
303 390 21431
375 331 15135
356 386 21984
336 355 13164
390 344 21819
339 389 21879
269 305 21465
303 305 16428
394 347 16918
323 341 13326
287 392 14139
357 366 20297
356 321 19024
386 256 18992
256 394 20356
309 332 19058
256 351 17197
320 251 13469
330 395 18735
350 315 13705
377 350 20036
393 306 24264
339 261 18351
267 398 19149
302 251 21624
278 310 19550
393 315 17642
257 385 17884
330 315 16459
347 262 21081
302 389 21653
250 379 19599
312 318 19771
294 333 17138
280 385 23164
261 260 17063
320 250 23306
331 257 23468
